district,address,type,cadastral_number,area,status,document,obj_id
Центральный,"191014, г.Санкт-Петербург, Литейный проспект, д. 37-39, литера А",помещение,78:31:0001266:3096,127.3,включен,1021-рк от 29.10.2020,300022293
Невский,"192171, г.Санкт-Петербург, проспект Обуховской Обороны, д. 149, литера Д",часть здания,78:7124:1:11,167.0,включен,237-р от 26.12.2008,1300032216
Центральный,"191119, г.Санкт-Петербург, улица Тюшина, д. 3, литера А",помещение,78:31:0001707:2549,103.2,включен,869-рк от 18.09.2020,300036866
Красногвардейский,"195112, г.Санкт-Петербург, Новочеркасский проспект, д. 12, к. 1, литера А",помещение,78:11:6006:3:1:3,445.8,включен,237-р от 26.12.2008,700004606
Адмиралтейский,"190068, г.Санкт-Петербург, набережная реки Фонтанки, д. 127, литера А",помещение,78:1063:1:2:28,201.1,включен,237-р от 26.12.2008,1100061251
Петроградский,"196047, г.Санкт-Петербург, Каменноостровский проспект, д. 11, литера А",помещение,78:3032:0:1:7,260.9,включен,237-р от 26.12.2008,1500042806
Петроградский,"196047, г.Санкт-Петербург, Каменноостровский проспект, д. 11, литера А",часть помещения,78:3032:9:1:10,146.5,включен,237-р от 26.12.2008,1500080588
Центральный,"191186, г.Санкт-Петербург, набережная канала Грибоедова, д. 14, литера А",часть помещения,78:31:1288:0:16:7,390.9,исключен,5-р от 25.01.2012,300036756
Центральный,"191002, г.Санкт-Петербург, улица Ломоносова, д. 14, литера А",часть помещения,78:31:1055:2008:56:3,260.9,включен,8-р от 07.02.2011,300031916
Адмиралтейский,"198020, г.Санкт-Петербург, Старо-Петергофский проспект, д. 3-5, литера А",помещение,78:1610:1:1:4,66.4,включен,237-р от 26.12.2008,1100003407
Петроградский,"197046, г.Санкт-Петербург, улица Куйбышева, д. 19, литера Б",здание,78:07:0003008:2013,45.5,включен,93-р от 27.07.2009,1500040866
Петроградский,"197110, г.Санкт-Петербург, Большая Зеленина улица, д. 13, литера А",помещение,78:07:0003138:16,211.2,исключен,911-рк от 28.11.2016,1500049556
Адмиралтейский,"190068, г.Санкт-Петербург, набережная канала Грибоедова, д. 119-121, литера А",помещение,78:1241:0:15:1,395.7,исключен,86-р от 27.08.2013,1100056512
Невский,"193230, г.Санкт-Петербург, улица Крыленко, д. 21, к. 1, литера С",часть помещения,78:6302:4:50:2,211.7,включен,237-р от 26.12.2008,1300016521
Петроградский,"197136, г.Санкт-Петербург, Большой  проспект П.С., д. 82, литера А",помещение,78:7:3114:1:2:11,9.7,включен,237-р от 26.12.2008,1500069499
Центральный,"191186, г.Санкт-Петербург, Невский проспект, д. 20, литера А",помещение,78:31:0001183:3065,127.2,включен,133-р (2309) от 04.10.2010,300086767
Кировский,"г.Санкт-Петербург, проспект Стачек, д. 88, литера А",часть помещения,78:8202:4:1:3,76.3,включен,237-р от 26.12.2008,500015528
Василеостровский,"г.Санкт-Петербург, 1-я линия В.О., д. 42, литера В",помещение,78:06:0002014:1633,26.2,включен,1272-рк от 26.12.2019,100190761
Центральный,"191002, г.Санкт-Петербург, улица Рубинштейна, д. 36, литера А",помещение,78:31:0001054:2250,40.3,включен,963-рк от 12.10.2020,300013545
Кировский,"198095, г.Санкт-Петербург, Урюпин переулок, д. 5, литера Б",часть здания,78:15:0008060:12,105.0,включен,237-р от 26.12.2008,500049474
Адмиралтейский,"191180, г.Санкт-Петербург, Гороховая улица, д. 65, литера А",помещение,78:32:0001620:1416,100.9,включен,237-р от 26.12.2008,1100003300
Адмиралтейский,"190031, г.Санкт-Петербург, Гороховая улица, д. 45, литера Д",здание,78:1058:5:63,40.9,исключен,77-р от 05.06.2012,1100028831
Центральный,"191002, г.Санкт-Петербург, Загородный проспект, д. 21-23, литера А",часть помещения,78:1624А:1:1:40,308.0,включен,237-р от 26.12.2008,300105514
Московский,"196084, г.Санкт-Петербург, Московский проспект, д. 125, литера А",помещение,78:7517:8:6:7,53.8,исключен,911-рк от 28.11.2016,1200009423
Центральный,"191002, г.Санкт-Петербург, Социалистическая улица, д. 4, литера А",помещение,78:31:0001625:2707,368.1,включен,998-рк от 17.10.2019,300022160
Центральный,"191023, г.Санкт-Петербург, Мучной переулок, д. 2, литера Г",помещение,78:31:1143:2:1:22,91.6,исключен,119-р от 24.08.2011,300011533
Центральный,"191023, г.Санкт-Петербург, Мучной переулок, д. 2, литера Г",часть помещения,78:31:0001143:1035,448.7,включен,237-р от 26.12.2008,300011437
Центральный,"191040, г.Санкт-Петербург, Лиговский проспект, д. 57-59, литера А",помещение,78:31:0001046:2501,41.7,включен,237-р от 26.12.2008,300001976
Адмиралтейский,"198020, г.Санкт-Петербург, Старо-Петергофский проспект, д. 26, литера В",помещение,78:32:8004:5:4:7,66.6,включен,237-р от 26.12.2008,1100036028
Петродворцовый,"Санкт-Петербург, город Петергоф, Эрлеровский  бульвар, д. 12/2, литера Б",часть здания,78:40:19243:0:15,111.1,исключен,1014-рк от 27.12.2016,1600007001
